index,authors,title,publish_date,description,main_story,url
87,['Cbc News'],Coronavirus: What's happening in Canada and around the world on April 17,2020-04-17,Prime Minister Justin Trudeau says Canadian Forces members with medical training will be sent to Que...,"The latest: LIVE BLOG | Get the latest news from Trudeau's daily update, cabinet briefing. Trudeau ...",https://www.cbc.ca/news/canada/coronavirus-covid19-april17-canada-world-1.5535549
88,[],Nunavut religious leaders urge self-reflection during pandemic,2020-05-01,"They say with larger indoor gatherings banned, Nunavummiut can find other ways to practise their fai...",Nunavut religious leaders are urging Nunavummiut to use self-isolation during COVID-19 as an opportu...,https://www.cbc.ca/news/canada/north/nunavut-religious-leaders-self-reflection-pandemic-1.5550742
89,['Cbc News'],A coronavirus timeline for Manitoba,2020-04-02,"From Emerson to Churchill, Falcon Lake to Russell, and everywhere in between, people in Manitoba are...","From Emerson to Churchill, Falcon Lake to Russell, and everywhere in between, the lives of people in...",https://www.cbc.ca/news/canada/manitoba/timeline-covid-19-manitoba-1.5515193
90,['Thomson Reuters'],"Trump tweets call to 'liberate' 3 Democratic-led states, sparking pushback from governors",2020-04-17,The U.S. coronavirus crisis took a sharp political turn on Friday as President Donald Trump lashed o...,The U.S. coronavirus crisis took a sharp political turn on Friday as President Donald Trump lashed o...,https://www.cbc.ca/news/world/us-coronavirus-friday-1.5535967
91,['Thomson Reuters'],"Jair Bolsonaro, who has downplayed coronavirus, fires Brazil's health minister",2020-04-17,Brazilian President Jair Bolsonaro fired his health minister on Thursday after clashing with him ove...,Brazilian President Jair Bolsonaro fired his health minister on Thursday after clashing with him ove...,https://www.cbc.ca/news/world/brazil-bolsonaro-coronavirus-firing-1.5535572
92,['The Associated Press'],Broadway extends coronavirus shutdown into June,2020-04-08,"Broadway producers have extended the suspension of all shows on the Great White Way, saying musical ...","Broadway producers have extended the suspension of all shows on the Great White Way, saying that mus...",https://www.cbc.ca/news/entertainment/broadway-extends-closure-coronavirus-1.5525937
93,['Cbc News'],CBC Windsor May 2 COVID-19 update: 612 positive cases and one more death,2020-05-02,"Here's a look at what's happening in our area on Saturday, May 2.",There have now been 612 cases of COVID-19 detected in Windsor-Essex County according to the Windsor-...,https://www.cbc.ca/news/canada/windsor/covid19-windsor-essex-may2-1.5553564
94,['Cbc News'],The latest on the coronavirus outbreak for April 17,2020-04-17,"The latest on the coronavirus outbreak from CBC News for Friday, April 17.",B.C. preparing to ease some COVID-19 restrictions next month. Trudeau announces billions in aid ...,https://www.cbc.ca/news/the-latest-on-the-coronavirus-outbreak-for-april-17-1.5536623
95,['Thomson Reuters'],Britain extends coronavirus lockdown at least 3 more weeks,2020-04-16,Britain will extend its coronavirus lockdown for at least three more weeks as a relaxation of the me...,Britain will extend its coronavirus lockdown for at least three more weeks as a relaxation of the me...,https://www.cbc.ca/news/world/britain-coronavirus-lockdown-thursday-1.5534044
96,['The Associated Press'],Trump suspends funding to WHO pending review over handling of coronavirus,2020-04-14,U.S. President Donald Trump says he has directed a halt to the country's payments to the World Healt...,U.S. President Donald Trump says he has directed a halt to U.S. payments to the World Health Organiz...,https://www.cbc.ca/news/world/coronavirus-trump-who-funding-1.5532324
97,"['Medical Science', 'Kelly Crowe Is A Science Correspondent For Cbc News. She Joined Cbc In', 'Has S...",Why isn't Canada testing everyone for coronavirus?,2020-04-09,Patients are pleading for coronavirus tests. Front-line doctors want everyone coming into the hospit...,When did Canada's coronavirus testing go off the rails? The first clues were evident back on Jan. 24...,https://www.cbc.ca/news/health/coronavirus-covid19-testing-canada-1.5527219
98,"['Medical Science', 'Kelly Crowe Is A Science Correspondent For Cbc News. She Joined Cbc In', 'Has S...",Why isn't Canada testing everyone for coronavirus?,2020-04-09,Patients are pleading for coronavirus tests. Front-line doctors want everyone coming into the hospit...,When did Canada's coronavirus testing go off the rails? The first clues were evident back on Jan. 24...,https://www.cbc.ca/news/health/coronavirus-covid19-testing-canada-1.5527219
99,['The Associated Press'],China's economy in worst downturn since '70s amid coronavirus battle,2020-04-17,China faces a drawn-out struggle to revive its economy after it suffered its biggest contraction sin...,China faces a drawn-out struggle to revive its economy after it suffered its biggest contraction sin...,https://www.cbc.ca/news/business/china-economy-coronavirus-1.5535584
100,['Cbc News'],"What you need to know about COVID-19 in B.C. on May 2, 2020",2020-05-02,"B.C. has seen a steady decline in the hospitalization rates for COVID-19 over the last month, and th...",THE LATEST: Provincial health officer Dr. Bonnie Henry announced 26 new cases on Saturday. A total ...,https://www.cbc.ca/news/canada/british-columbia/covid-19-bc-update-what-you-need-to-know-may-2-1.555...
101,[],Science summary: A look at novel coronavirus research around the globe,2020-04-16,Thousands of scientists around the world are working on problems raised by the COVID-19 pandemic. He...,Thousands of scientists around the world are working on problems raised by the COVID-19 pandemic. He...,https://www.cbc.ca/news/canada/edmonton/science-summary-coronavirus-research-around-the-globe-1.5534...
102,[],Nunavut religious leaders urge self-reflection during pandemic,2020-05-01,"They say with larger indoor gatherings banned, Nunavummiut can find other ways to practise their fai...",Nunavut religious leaders are urging Nunavummiut to use self-isolation during COVID-19 as an opportu...,https://www.cbc.ca/news/canada/north/nunavut-religious-leaders-self-reflection-pandemic-1.5550742
103,['Cbc News'],The latest on the coronavirus outbreak for April 16,2020-04-16,"The latest on the coronavirus outbreak from CBC News for Thursday, April 16.",Trudeau considers request to send Canadian Armed Forces to Quebec's long-term care homes. China ...,https://www.cbc.ca/news/the-latest-on-the-coronavirus-outbreak-for-april-16-1.5534959
104,['Cbc News'],Could sewage hold the secrets to coronavirus numbers in Windsor? Research group hopes so,2020-04-17,"Most of the field research done by the University of Windsor is on hold because of COVID-19, but the...","Most of the field research done by the University of Windsor is on hold because of COVID-19, but one...",https://www.cbc.ca/news/canada/windsor/sewage-study-windsor-university-of-windsor-1.5535575
105,[],"Freeze carbon tax, delay new climate regulations during coronavirus crisis, oil lobby asks",2020-04-17,Canada's oil and gas producers have asked the federal government to freeze the carbon tax and delay ...,Canada's oil and gas producers have asked the federal government to freeze the carbon tax and delay ...,https://www.cbc.ca/news/canada/edmonton/carbon-tax-climate-regulation-covid-oil-lobby-letter-1.55356...
106,['Thomson Reuters'],"Taylor Swift, Oprah join huge global event to celebrate coronavirus workers",2020-04-15,"Taylor Swift, Jennifer Lopez and Oprah Winfrey have joined a global broadcast special telecast this ...","Taylor Swift, Jennifer Lopez and Oprah Winfrey have joined a global broadcast special telecast this ...",https://www.cbc.ca/news/entertainment/global-citizen-benefit-stars-1.5473852
107,['The Associated Press'],South Korea legislative election features surprising turnout despite coronavirus,2020-04-15,"In a surprisingly high turnout, millions of South Korean voters wore masks and moved slowly between ...","In a surprisingly high turnout, millions of South Korean voters wore masks and moved slowly between ...",https://www.cbc.ca/news/world/south-korea-elections-coronavirus-1.5532694
108,"['Bryce Hoye Is An Award-Winning Journalist', 'Science Writer With A Background In Wildlife Biology'...",Royal Canadian Mint to produce sanitizer for health-care workers confronting COVID-19,2020-04-17,An international money-manufacturer is pitching in to help support Manitoba health-care workers on t...,An international money-manufacturer is pitching in to help support Manitoba health-care workers on t...,https://www.cbc.ca/news/canada/manitoba/royal-canadian-mint-producing-sanitizer-covid19-1.5535528
109,['Cbc News'],Coronavirus: What's happening in Canada and around the world April 15,2020-04-15,"More than 1,000 deaths in Canada have been linked to the COVID-19 outbreak, according to a CBC News ...",The latest: LIVE BLOG | Get the latest news from the prime minister's daily briefing. Number of vir...,https://www.cbc.ca/news/canada/coronavirus-covid19-april15-canada-world-1.5531824
110,[],Northern Village of Beauval coping with COVID-19 outbreak — for now,2020-05-02,"Personal protective equipment has been stockpiled and volunteers are on hand to help where they can,...","The Northern Village of Beauval, a community of about 750 people, has what it needs on hand to deal ...",https://www.cbc.ca/news/canada/saskatchewan/northern-village-beauval-coping-covid-19-outbreak-1.5553...
111,['Cbc News'],The latest on the coronavirus outbreak for April 15,2020-04-15,"The latest on the coronavirus outbreak from CBC News for Wednesday, April 15.","Canada's COVID-19 death toll surpasses 1,000; Trudeau announces more flexible rules for claiming...",https://www.cbc.ca/news/the-latest-on-the-coronavirus-outbreak-for-april-15-1.5533406
112,['The Canadian Press'],3M files lawsuit in Canada against firm accused of price-gouging on N95 masks,2020-04-21,Minnesota-based 3M has filed a lawsuit against an Ontario company that allegedly claimed a phoney af...,Minnesota-based 3M has filed a lawsuit against an Ontario company that allegedly claimed a phoney af...,https://www.cbc.ca/news/canada/toronto/3m-lawsuit-masks-1.5539738
113,[],Coronavirus: What's happening in Canada and around the world April 13,2020-04-13,Politicians and health officials are facing more questions about what's being done to protect the el...,"The latest: Number of COVID-19 cases in Canada exceeds 25,000. Nearly 6 million people have applie...",https://www.cbc.ca/news/canada/coronavirus-covid19-april13-canada-world-1.5530623
